VDAG_09366	49aaf38655ec60d32d97353ddf55cd66	427	Gene3D	G3DSA:2.160.20.10	-	23	423	2.4E-68	T	11-12-2024	IPR012334	Pectin lyase fold	-	MetaCyc:PWY-1921|MetaCyc:PWY-3602|MetaCyc:PWY-5109|MetaCyc:PWY-5821|MetaCyc:PWY-5976|MetaCyc:PWY-6073|MetaCyc:PWY-6082|MetaCyc:PWY-6289|MetaCyc:PWY-6322|MetaCyc:PWY-6416|MetaCyc:PWY-6419|MetaCyc:PWY-6527|MetaCyc:PWY-6585|MetaCyc:PWY-6717|MetaCyc:PWY-6735|MetaCyc:PWY-6737|MetaCyc:PWY-6749|MetaCyc:PWY-6784|MetaCyc:PWY-6821|MetaCyc:PWY-6822|MetaCyc:PWY-6848|MetaCyc:PWY-6855|MetaCyc:PWY-6906|MetaCyc:PWY-6917|MetaCyc:PWY-6948|MetaCyc:PWY-6972|MetaCyc:PWY-6986|MetaCyc:PWY-6995|MetaCyc:PWY-6997|MetaCyc:PWY-7007|MetaCyc:PWY-7056|MetaCyc:PWY-7057|MetaCyc:PWY-7074|MetaCyc:PWY-7091|MetaCyc:PWY-7133|MetaCyc:PWY-7134|MetaCyc:PWY-7216|MetaCyc:PWY-7246|MetaCyc:PWY-7248|MetaCyc:PWY-7256|MetaCyc:PWY-7292|MetaCyc:PWY-7401|MetaCyc:PWY-7402|MetaCyc:PWY-7445|MetaCyc:PWY-7471|MetaCyc:PWY-7491|MetaCyc:PWY-7529|MetaCyc:PWY-7646|MetaCyc:PWY-7647|MetaCyc:PWY-7690|MetaCyc:PWY-7706|MetaCyc:PWY-7733|MetaCyc:PWY-7734|MetaCyc:PWY-7738|MetaCyc:PWY-7740|MetaCyc:PWY-7741|MetaCyc:PWY-7742|MetaCyc:PWY-7769|MetaCyc:PWY-7930|MetaCyc:PWY-7931|MetaCyc:PWY-8012|MetaCyc:PWY-8042|MetaCyc:PWY-8058|MetaCyc:PWY-8184|MetaCyc:PWY-8210|MetaCyc:PWY-8337|MetaCyc:PWY-8339|MetaCyc:PWY-8366|MetaCyc:PWY-842|MetaCyc:PWY-8435|MetaCyc:PWY-8436|MetaCyc:PWY-862|MetaCyc:PWY-981|Reactome:R-CEL-8951664|Reactome:R-CEL-983168|Reactome:R-DDI-418594|Reactome:R-DDI-420499|Reactome:R-DDI-977444|Reactome:R-HSA-8951664|Reactome:R-HSA-983168|Reactome:R-MMU-8951664|Reactome:R-MMU-983168|Reactome:R-RNO-8951664|Reactome:R-RNO-983168
VDAG_09366	49aaf38655ec60d32d97353ddf55cd66	427	SUPERFAMILY	SSF51126	Pectin lyase-like	14	412	1.19E-61	T	11-12-2024	IPR011050	Pectin lyase fold/virulence factor	-	MetaCyc:PWY-1921|MetaCyc:PWY-3602|MetaCyc:PWY-5109|MetaCyc:PWY-5821|MetaCyc:PWY-5976|MetaCyc:PWY-6073|MetaCyc:PWY-6082|MetaCyc:PWY-6289|MetaCyc:PWY-6322|MetaCyc:PWY-6416|MetaCyc:PWY-6419|MetaCyc:PWY-6527|MetaCyc:PWY-6573|MetaCyc:PWY-6585|MetaCyc:PWY-6717|MetaCyc:PWY-6735|MetaCyc:PWY-6737|MetaCyc:PWY-6749|MetaCyc:PWY-6784|MetaCyc:PWY-6821|MetaCyc:PWY-6822|MetaCyc:PWY-6848|MetaCyc:PWY-6855|MetaCyc:PWY-6906|MetaCyc:PWY-6917|MetaCyc:PWY-6948|MetaCyc:PWY-6972|MetaCyc:PWY-6986|MetaCyc:PWY-6995|MetaCyc:PWY-6997|MetaCyc:PWY-7007|MetaCyc:PWY-7056|MetaCyc:PWY-7057|MetaCyc:PWY-7074|MetaCyc:PWY-7091|MetaCyc:PWY-7133|MetaCyc:PWY-7134|MetaCyc:PWY-7216|MetaCyc:PWY-7246|MetaCyc:PWY-7248|MetaCyc:PWY-7256|MetaCyc:PWY-7292|MetaCyc:PWY-7375|MetaCyc:PWY-7379|MetaCyc:PWY-7401|MetaCyc:PWY-7402|MetaCyc:PWY-7445|MetaCyc:PWY-7471|MetaCyc:PWY-7491|MetaCyc:PWY-7529|MetaCyc:PWY-7646|MetaCyc:PWY-7647|MetaCyc:PWY-7690|MetaCyc:PWY-7706|MetaCyc:PWY-7733|MetaCyc:PWY-7734|MetaCyc:PWY-7738|MetaCyc:PWY-7740|MetaCyc:PWY-7741|MetaCyc:PWY-7742|MetaCyc:PWY-7769|MetaCyc:PWY-7884|MetaCyc:PWY-7930|MetaCyc:PWY-7931|MetaCyc:PWY-8012|MetaCyc:PWY-8042|MetaCyc:PWY-8058|MetaCyc:PWY-8184|MetaCyc:PWY-8210|MetaCyc:PWY-8337|MetaCyc:PWY-8339|MetaCyc:PWY-8366|MetaCyc:PWY-842|MetaCyc:PWY-8435|MetaCyc:PWY-8436|MetaCyc:PWY-862|MetaCyc:PWY-981|Reactome:R-CEL-8951664|Reactome:R-CEL-983168|Reactome:R-DDI-418594|Reactome:R-DDI-420499|Reactome:R-DDI-977444|Reactome:R-HSA-2142850|Reactome:R-HSA-8951664|Reactome:R-HSA-983168|Reactome:R-MMU-2142850|Reactome:R-MMU-8951664|Reactome:R-MMU-983168|Reactome:R-RNO-8951664|Reactome:R-RNO-983168
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	16	-	T	11-12-2024	-	-	-	-
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Gene3D	G3DSA:3.40.390.10	Collagenase (Catalytic Domain)	70	293	4.9E-9	T	11-12-2024	IPR024079	Metallopeptidase, catalytic domain superfamily	GO:0008237(InterPro)	MetaCyc:PWY-1061|MetaCyc:PWY-2083|MetaCyc:PWY-3542|MetaCyc:PWY-4021|MetaCyc:PWY-4161|MetaCyc:PWY-4202|MetaCyc:PWY-5059|MetaCyc:PWY-5105|MetaCyc:PWY-5301|MetaCyc:PWY-5305|MetaCyc:PWY-5381|MetaCyc:PWY-5479|MetaCyc:PWY-5665|MetaCyc:PWY-5729|MetaCyc:PWY-5748|MetaCyc:PWY-5765|MetaCyc:PWY-5773|MetaCyc:PWY-5800|MetaCyc:PWY-5846|MetaCyc:PWY-5883|MetaCyc:PWY-5975|MetaCyc:PWY-5987|MetaCyc:PWY-601|MetaCyc:PWY-6045|MetaCyc:PWY-6148|MetaCyc:PWY-6153|MetaCyc:PWY-6154|MetaCyc:PWY-6286|MetaCyc:PWY-6310|MetaCyc:PWY-6339|MetaCyc:PWY-6346|MetaCyc:PWY-6423|MetaCyc:PWY-6427|MetaCyc:PWY-6442|MetaCyc:PWY-6477|MetaCyc:PWY-6581|MetaCyc:PWY-6682|MetaCyc:PWY-6720|MetaCyc:PWY-6736|MetaCyc:PWY-6739|MetaCyc:PWY-6795|MetaCyc:PWY-6835|MetaCyc:PWY-6955|MetaCyc:PWY-6973|MetaCyc:PWY-6976|MetaCyc:PWY-6978|MetaCyc:PWY-7018|MetaCyc:PWY-7025|MetaCyc:PWY-7045|MetaCyc:PWY-7055|MetaCyc:PWY-7058|MetaCyc:PWY-7072|MetaCyc:PWY-7076|MetaCyc:PWY-7079|MetaCyc:PWY-7100|MetaCyc:PWY-7104|MetaCyc:PWY-7135|MetaCyc:PWY-7150|MetaCyc:PWY-7151|MetaCyc:PWY-7155|MetaCyc:PWY-7157|MetaCyc:PWY-7160|MetaCyc:PWY-7161|MetaCyc:PWY-7163|MetaCyc:PWY-7186|MetaCyc:PWY-7285|MetaCyc:PWY-7298|MetaCyc:PWY-7301|MetaCyc:PWY-7325|MetaCyc:PWY-7363|MetaCyc:PWY-7439|MetaCyc:PWY-7440|MetaCyc:PWY-7450|MetaCyc:PWY-7483|MetaCyc:PWY-7485|MetaCyc:PWY-7498|MetaCyc:PWY-7517|MetaCyc:PWY-7533|MetaCyc:PWY-7534|MetaCyc:PWY-7547|MetaCyc:PWY-7564|MetaCyc:PWY-7569|MetaCyc:PWY-7570|MetaCyc:PWY-7591|MetaCyc:PWY-7607|MetaCyc:PWY-7608|MetaCyc:PWY-7614|MetaCyc:PWY-7629|MetaCyc:PWY-7631|MetaCyc:PWY-7643|MetaCyc:PWY-7653|MetaCyc:PWY-7655|MetaCyc:PWY-7659|MetaCyc:PWY-7661|MetaCyc:PWY-7667|MetaCyc:PWY-7668|MetaCyc:PWY-7669|MetaCyc:PWY-7671|MetaCyc:PWY-7673|MetaCyc:PWY-7689|MetaCyc:PWY-7691|MetaCyc:PWY-7692|MetaCyc:PWY-7694|MetaCyc:PWY-7695|MetaCyc:PWY-7705|MetaCyc:PWY-7717|MetaCyc:PWY-7729|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7739|MetaCyc:PWY-7741|MetaCyc:PWY-7742|MetaCyc:PWY-7743|MetaCyc:PWY-7745|MetaCyc:PWY-7751|MetaCyc:PWY-7765|MetaCyc:PWY-7811|MetaCyc:PWY-7817|MetaCyc:PWY-7826|MetaCyc:PWY-7954|MetaCyc:PWY-7977|MetaCyc:PWY-7981|MetaCyc:PWY-8031|MetaCyc:PWY-8035|MetaCyc:PWY-8036|MetaCyc:PWY-8040|MetaCyc:PWY-8047|MetaCyc:PWY-8076|MetaCyc:PWY-8077|MetaCyc:PWY-8095|MetaCyc:PWY-8096|MetaCyc:PWY-8100|MetaCyc:PWY-8103|MetaCyc:PWY-8104|MetaCyc:PWY-8119|MetaCyc:PWY-8122|MetaCyc:PWY-8172|MetaCyc:PWY-8210|MetaCyc:PWY-8212|MetaCyc:PWY-8238|MetaCyc:PWY-8257|MetaCyc:PWY-8326|MetaCyc:PWY-8327|MetaCyc:PWY-8361|MetaCyc:PWY-8364|MetaCyc:PWY-8367|MetaCyc:PWY-8368|MetaCyc:PWY-8379|MetaCyc:PWY-8380|MetaCyc:PWY-8381|MetaCyc:PWY-8424|MetaCyc:PWY-8426|MetaCyc:PWY-8437|MetaCyc:PWY-8438|MetaCyc:PWY-8463|MetaCyc:PWYG-321|Reactome:R-BTA-1433557|Reactome:R-BTA-1442490|Reactome:R-BTA-1474228|Reactome:R-BTA-1592389|Reactome:R-BTA-1650814|Reactome:R-BTA-375276|Reactome:R-BTA-381426|Reactome:R-BTA-3928665|Reactome:R-BTA-5173214|Reactome:R-BTA-6798695|Reactome:R-BTA-8957275|Reactome:R-BTA-9009391|Reactome:R-CEL-1442490|Reactome:R-CEL-1474228|Reactome:R-CEL-1592389|Reactome:R-CEL-1650814|Reactome:R-CEL-2022377|Reactome:R-CEL-210991|Reactome:R-CEL-2168880|Reactome:R-CEL-2179392|Reactome:R-CEL-2214320|Reactome:R-CEL-381426|Reactome:R-CEL-3928665|Reactome:R-CEL-5173214|Reactome:R-CEL-5578768|Reactome:R-CEL-6798695|Reactome:R-CEL-8957275|Reactome:R-CFA-1442490|Reactome:R-CFA-1474228|Reactome:R-CFA-1592389|Reactome:R-CFA-2179392|Reactome:R-CFA-9009391|Reactome:R-DDI-983168|Reactome:R-DME-1442490|Reactome:R-DME-1474228|Reactome:R-DME-1592389|Reactome:R-DME-1650814|Reactome:R-DME-2022377|Reactome:R-DME-210991|Reactome:R-DME-2168880|Reactome:R-DME-2179392|Reactome:R-DME-2243919|Reactome:R-DME-3928665|Reactome:R-DME-5578768|Reactome:R-DME-6798695|Reactome:R-DRE-1650814|Reactome:R-DRE-2243919|Reactome:R-GGA-1442490|Reactome:R-GGA-1474228|Reactome:R-GGA-1592389|Reactome:R-GGA-3928665|Reactome:R-GGA-9009391|Reactome:R-HSA-1251985|Reactome:R-HSA-1433557|Reactome:R-HSA-1442490|Reactome:R-HSA-1474228|Reactome:R-HSA-1592389|Reactome:R-HSA-1650814|Reactome:R-HSA-177929|Reactome:R-HSA-193692|Reactome:R-HSA-2022090|Reactome:R-HSA-2022377|Reactome:R-HSA-210991|Reactome:R-HSA-2122948|Reactome:R-HSA-2179392|Reactome:R-HSA-2214320|Reactome:R-HSA-2243919|Reactome:R-HSA-2534343|Reactome:R-HSA-2644606|Reactome:R-HSA-2660826|Reactome:R-HSA-2691232|Reactome:R-HSA-2894862|Reactome:R-HSA-2979096|Reactome:R-HSA-375276|Reactome:R-HSA-381426|Reactome:R-HSA-3928665|Reactome:R-HSA-5083635|Reactome:R-HSA-5173214|Reactome:R-HSA-5210891|Reactome:R-HSA-5362798|Reactome:R-HSA-5578768|Reactome:R-HSA-5682910|Reactome:R-HSA-6785807|Reactome:R-HSA-6798695|Reactome:R-HSA-75892|Reactome:R-HSA-75893|Reactome:R-HSA-8941237|Reactome:R-HSA-8941332|Reactome:R-HSA-8957275|Reactome:R-HSA-8963896|Reactome:R-HSA-9009391|Reactome:R-HSA-9013507|Reactome:R-HSA-9013700|Reactome:R-HSA-9662834|Reactome:R-HSA-9762292|Reactome:R-HSA-977225|Reactome:R-HSA-982772|Reactome:R-HSA-983168|Reactome:R-HSA-9839383|Reactome:R-HSA-9845619|Reactome:R-HSA-9845621|Reactome:R-MMU-1433557|Reactome:R-MMU-1442490|Reactome:R-MMU-1474228|Reactome:R-MMU-1592389|Reactome:R-MMU-1650814|Reactome:R-MMU-193692|Reactome:R-MMU-2022090|Reactome:R-MMU-2022377|Reactome:R-MMU-210991|Reactome:R-MMU-2179392|Reactome:R-MMU-2214320|Reactome:R-MMU-2243919|Reactome:R-MMU-2534343|Reactome:R-MMU-375276|Reactome:R-MMU-381426|Reactome:R-MMU-3928665|Reactome:R-MMU-5173214|Reactome:R-MMU-5578768|Reactome:R-MMU-5682910|Reactome:R-MMU-6798695|Reactome:R-MMU-75892|Reactome:R-MMU-75893|Reactome:R-MMU-8941237|Reactome:R-MMU-8957275|Reactome:R-MMU-8963896|Reactome:R-MMU-9009391|Reactome:R-MMU-9013507|Reactome:R-MMU-9762292|Reactome:R-MMU-983168|Reactome:R-MMU-9839383|Reactome:R-RNO-1433557|Reactome:R-RNO-1442490|Reactome:R-RNO-1474228|Reactome:R-RNO-1592389|Reactome:R-RNO-193692|Reactome:R-RNO-2022090|Reactome:R-RNO-2022377|Reactome:R-RNO-2179392|Reactome:R-RNO-375276|Reactome:R-RNO-381426|Reactome:R-RNO-3928665|Reactome:R-RNO-5173214|Reactome:R-RNO-5578768|Reactome:R-RNO-6798695|Reactome:R-RNO-75893|Reactome:R-RNO-8941237|Reactome:R-RNO-8957275|Reactome:R-RNO-9009391|Reactome:R-RNO-9013507|Reactome:R-RNO-983168|Reactome:R-RNO-9839383|Reactome:R-SCE-983168|Reactome:R-SPO-6798695|Reactome:R-SPO-8941237|Reactome:R-SSC-1442490|Reactome:R-SSC-1474228|Reactome:R-SSC-1592389|Reactome:R-SSC-2022090|Reactome:R-SSC-210991|Reactome:R-SSC-375276|Reactome:R-SSC-381426|Reactome:R-SSC-6798695|Reactome:R-SSC-8957275
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	17	311	-	T	11-12-2024	-	-	-	-
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	11-12-2024	-	-	-	-
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	11	-	T	11-12-2024	-	-	-	-
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	16	-	T	11-12-2024	-	-	-	-
VDAG_08152	a8fd30e3794dd777a111eba07ff587e0	311	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	12	16	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	18	282	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	17	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Gene3D	G3DSA:2.70.50.70	-	18	119	9.2E-14	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Pfam	PF03443	Auxiliary Activity family 9 (formerly GH61)	18	121	9.5E-8	T	11-12-2024	IPR005103	Auxiliary Activity family 9, catalytic domain	-	MetaCyc:PWY-2961|MetaCyc:PWY-5132|MetaCyc:PWY-5133|MetaCyc:PWY-5175|MetaCyc:PWY-5368|MetaCyc:PWY-5748|MetaCyc:PWY-5775|MetaCyc:PWY-5795|MetaCyc:PWY-5875|MetaCyc:PWY-5947|MetaCyc:PWY-6279|MetaCyc:PWY-6280|MetaCyc:PWY-6286|MetaCyc:PWY-6346|MetaCyc:PWY-6788|MetaCyc:PWY-699|MetaCyc:PWY-7495|MetaCyc:PWY-7849|MetaCyc:PWY-7857|MetaCyc:PWY-8399|MetaCyc:PWY-8400|MetaCyc:PWY-8412
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Gene3D	G3DSA:2.70.50.70	-	120	203	3.1E-19	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	13	17	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	12	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	PANTHER	PTHR33353	PUTATIVE (AFU_ORTHOLOGUE AFUA_1G12560)-RELATED	3	120	6.3E-39	T	11-12-2024	IPR049892	Auxiliary Activity family 9	-	MetaCyc:PWY-2961|MetaCyc:PWY-5132|MetaCyc:PWY-5133|MetaCyc:PWY-5175|MetaCyc:PWY-5368|MetaCyc:PWY-5748|MetaCyc:PWY-5775|MetaCyc:PWY-5795|MetaCyc:PWY-5875|MetaCyc:PWY-5947|MetaCyc:PWY-6279|MetaCyc:PWY-6280|MetaCyc:PWY-6286|MetaCyc:PWY-6346|MetaCyc:PWY-6788|MetaCyc:PWY-699|MetaCyc:PWY-7495|MetaCyc:PWY-7849|MetaCyc:PWY-7857|MetaCyc:PWY-8399|MetaCyc:PWY-8400|MetaCyc:PWY-8412
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	MobiDBLite	mobidb-lite	consensus disorder prediction	190	266	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	MobiDBLite	mobidb-lite	consensus disorder prediction	251	264	-	T	11-12-2024	-	-	-	-
VDAG_08227	999c65a5c5a30f392c1ef499a5375f86	282	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	17	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Coils	Coil	Coil	481	505	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	22	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	16	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	MobiDBLite	mobidb-lite	consensus disorder prediction	109	119	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	MobiDBLite	mobidb-lite	consensus disorder prediction	85	210	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Pfam	PF07798	Coiled-coil domain-containing protein 90-like	354	528	2.0E-58	T	11-12-2024	IPR024461	Coiled-coil domain-containing protein 90-like	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	18	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Gene3D	G3DSA:1.20.5.340	-	355	451	8.6E-20	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	19	506	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	18	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	14	18	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	FunFam	G3DSA:1.20.5.340:FF:000018	Mitochondrial protein FMP32	355	451	8.8E-41	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	506	528	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	PANTHER	PTHR14360	PROTEIN FMP32, MITOCHONDRIAL	336	529	3.9E-58	T	11-12-2024	IPR024461	Coiled-coil domain-containing protein 90-like	GO:0005739(PANTHER)|GO:0033617(PANTHER)	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	507	528	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	13	-	T	11-12-2024	-	-	-	-
VDAG_10377	cc1c4e6e35fa6c2e6b4218e04e84c051	529	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	529	529	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	22	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	22	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	6	17	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	23	5.0	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	23	229	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	5	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	22	-	T	11-12-2024	-	-	-	-
VDAG_08236	920a25c566438a0fd3640523c56e9eaf	229	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	18	22	-	T	11-12-2024	-	-	-	-
